book,chapter,summary,num_verses,most_common_word,avg_words_per_verse
alma,25,Lamanite aggressions spread—The seed of the priests of Noah perish as Abinadi prophesied—Many Lamanites are converted and join the people of Anti-Nephi-Lehi—They believe in Christ and keep the law of Moses. About 90–77 B.C.,17,brethren,43.411764705882355
alma,26,Ammon glories in the Lord—The faithful are strengthened by the Lord and are given knowledge—By faith men may bring thousands of souls unto repentance—God has all power and comprehends all things. About 90–77 B.C.,37,behold,44.08108108108108
alma,27,"The Lord commands Ammon to lead the people of Anti-Nephi-Lehi to safety—Upon meeting Alma, Ammon’s joy exhausts his strength—The Nephites give the Anti-Nephi-Lehies the land of Jershon—They are called the people of Ammon. About 90–77 B.C.",30,brethren,41.8
alma,28,The Lamanites are defeated in a tremendous battle—Tens of thousands are slain—The wicked are consigned to a state of endless woe; the righteous attain a never-ending happiness. About 77–76 B.C.,14,people,40.642857142857146
alma,29,Alma desires to cry repentance with angelic zeal—The Lord grants teachers for all nations—Alma glories in the Lord’s work and in the success of Ammon and his brethren. About 76 B.C.,17,god,41.35294117647059
alma,30,"Korihor, the anti-Christ, ridicules Christ, the Atonement, and the spirit of prophecy—He teaches that there is no God, no fall of man, no penalty for sin, and no Christ—Alma testifies that Christ will come and that all things denote there is a God—Korihor demands a sign and is struck dumb—The devil had appeared to Korihor as an angel and taught him what to say—Korihor is trodden down and dies. About 76–74 B.C.",60,people,44.13333333333333
alma,31,"Alma heads a mission to reclaim the apostate Zoramites—The Zoramites deny Christ, believe in a false concept of election, and worship with set prayers—The missionaries are filled with the Holy Spirit—Their afflictions are swallowed up in the joy of Christ. About 74 B.C.",38,god,38.5
alma,32,"Alma teaches the poor whose afflictions had humbled them—Faith is a hope in that which is not seen which is true—Alma testifies that angels minister to men, women, and children—Alma compares the word unto a seed—It must be planted and nourished—Then it grows into a tree from which the fruit of eternal life is picked. About 74 B.C.",43,behold,42.06976744186046
alma,33,"Zenos taught that men should pray and worship in all places, and that judgments are turned away because of the Son—Zenock taught that mercy is bestowed because of the Son—Moses had lifted up in the wilderness a type of the Son of God. About 74 B.C.",23,behold,36.130434782608695
alma,34,"Amulek testifies that the word is in Christ unto salvation—Unless an atonement is made, all mankind must perish—The whole law of Moses points toward the sacrifice of the Son of God—The eternal plan of redemption is based on faith and repentance—Pray for temporal and spiritual blessings—This life is the time for men to prepare to meet God—Work out your salvation with fear before God. About 74 B.C.",41,behold,36.90243902439025
alma,35,"The preaching of the word destroys the craft of the Zoramites—They expel the converts, who then join the people of Ammon in Jershon—Alma sorrows because of the wickedness of the people. About 74 B.C.",16,people,43.625
alma,36,"Alma testifies to Helaman of his conversion after seeing an angel—He suffered the pains of a damned soul; he called upon the name of Jesus, and was then born of God—Sweet joy filled his soul—He saw concourses of angels praising God—Many converts have tasted and seen as he has tasted and seen. About 74 B.C.",30,god,39.43333333333333
alma,37,"The plates of brass and other scriptures are preserved to bring souls to salvation—The Jaredites were destroyed because of their wickedness—Their secret oaths and covenants must be kept from the people—Counsel with the Lord in all your doings—As the Liahona guided the Nephites, so the word of Christ leads men to eternal life. About 74 B.C.",47,god,42.212765957446805
alma,38,"Shiblon was persecuted for righteousness’ sake—Salvation is in Christ, who is the life and the light of the world—Bridle all your passions. About 74 B.C.",15,god,42.13333333333333
alma,39,Sexual sin is an abomination—Corianton’s sins kept the Zoramites from receiving the word—Christ’s redemption is retroactive in saving the faithful who preceded it. About 74 B.C.,19,behold,41.26315789473684
alma,40,Christ brings to pass the resurrection of all men—The righteous dead go to paradise and the wicked to outer darkness to await the day of their resurrection—All things will be restored to their proper and perfect frame in the Resurrection. About 74 B.C.,26,resurrection,43.26923076923077
alma,41,In the Resurrection men come forth to a state of endless happiness or endless misery—Wickedness never was happiness—Carnal men are without God in the world—Every person receives again in the Restoration the characteristics and attributes acquired in mortality. About 74 B.C.,15,good,45.13333333333333
alma,42,Mortality is a probationary time to enable man to repent and serve God—The Fall brought temporal and spiritual death upon all mankind—Redemption comes through repentance—God Himself atones for the sins of the world—Mercy is for those who repent—All others are subject to God’s justice—Mercy comes because of the Atonement—Only the truly penitent are saved. About 74 B.C.,31,god,38.16129032258065
alma,43,"Alma and his sons preach the word—The Zoramites and other Nephite dissenters become Lamanites—The Lamanites come against the Nephites in war—Moroni arms the Nephites with defensive armor—The Lord reveals to Alma the strategy of the Lamanites—The Nephites defend their homes, liberties, families, and religion—The armies of Moroni and Lehi surround the Lamanites. About 74 B.C.",54,moroni,40.851851851851855
alma,44,"Moroni commands the Lamanites to make a covenant of peace or be destroyed—Zerahemnah rejects the offer, and the battle resumes—Moroni’s armies defeat the Lamanites. About 74–73 B.C.",24,moroni,51.708333333333336
alma,45,"Helaman believes the words of Alma—Alma prophesies the destruction of the Nephites—He blesses and curses the land—Alma may have been taken up by the Spirit, even as Moses—Dissension grows in the Church. About 73 B.C.",24,people,37.375
alma,46,Amalickiah conspires to be king—Moroni raises the title of liberty—He rallies the people to defend their religion—True believers are called Christians—A remnant of Joseph will be preserved—Amalickiah and the dissenters flee to the land of Nephi—Those who will not support the cause of freedom are put to death. About 73–72 B.C.,41,god,43.34146341463415
alma,47,"Amalickiah uses treachery, murder, and intrigue to become king of the Lamanites—The Nephite dissenters are more wicked and ferocious than the Lamanites. About 72 B.C.",36,king,43.97222222222222
alma,48,Amalickiah incites the Lamanites against the Nephites—Moroni prepares his people to defend the cause of the Christians—He rejoices in liberty and freedom and is a mighty man of God. About 72 B.C.,25,god,42.36
alma,49,The invading Lamanites are unable to take the fortified cities of Ammonihah and Noah—Amalickiah curses God and swears to drink the blood of Moroni—Helaman and his brethren continue to strengthen the Church. About 72 B.C.,30,behold,44.86666666666667
alma,50,"Moroni fortifies the lands of the Nephites—They build many new cities—Wars and destructions befell the Nephites in the days of their wickedness and abominations—Morianton and his dissenters are defeated by Teancum—Nephihah dies, and his son Pahoran fills the judgment seat. About 72–67 B.C.",40,people,43.35
alma,51,The king-men seek to change the law and set up a king—Pahoran and the freemen are supported by the voice of the people—Moroni compels the king-men to defend their country or be put to death—Amalickiah and the Lamanites capture many fortified cities—Teancum repels the Lamanite invasion and slays Amalickiah in his tent. About 67–66 B.C.,37,people,45.189189189189186
alma,52,"Ammoron succeeds Amalickiah as king of the Lamanites—Moroni, Teancum, and Lehi lead the Nephites in a victorious war against the Lamanites—The city of Mulek is retaken, and Jacob the Zoramite is slain. About 66–64 B.C.",40,moroni,44.475
alma,53,The Lamanite prisoners are used to fortify the city Bountiful—Dissensions among the Nephites give rise to Lamanite victories—Helaman takes command of the two thousand stripling sons of the people of Ammon. About 64–63 B.C.,23,moroni,47.130434782608695
alma,54,Ammoron and Moroni negotiate for the exchange of prisoners—Moroni demands that the Lamanites withdraw and cease their murderous attacks—Ammoron demands that the Nephites lay down their arms and become subject to the Lamanites. About 63 B.C.,24,behold,41.416666666666664
alma,55,"Moroni refuses to exchange prisoners—The Lamanite guards are enticed to become drunk, and the Nephite prisoners are freed—The city of Gid is taken without bloodshed. About 63–62 B.C.",35,behold,35.34285714285714
alma,56,"Helaman sends an epistle to Moroni, recounting the state of the war with the Lamanites—Antipus and Helaman gain a great victory over the Lamanites—Helaman’s two thousand stripling sons fight with miraculous power, and none of them are slain. Verse 1 , about 62 B.C. ; verses 2–19 , about 66 B.C. ; and verses 20–57 , about 65–64 B.C.",57,city,38.63157894736842
alma,57,"Helaman recounts the taking of Antiparah and the surrender and later the defense of Cumeni—His Ammonite striplings fight valiantly; all are wounded, but none are slain—Gid reports the slaying and the escape of the Lamanite prisoners. About 63 B.C.",36,city,42.72222222222222
alma,58,"Helaman, Gid, and Teomner take the city of Manti by a stratagem—The Lamanites withdraw—The sons of the people of Ammon are preserved as they stand fast in defense of their liberty and faith. About 63–62 B.C.",41,behold,43.170731707317074
alma,59,Moroni asks Pahoran to strengthen the forces of Helaman—The Lamanites take the city of Nephihah—Moroni is angry with the government. About 62 B.C.,13,people,37.84615384615385
alma,60,Moroni complains to Pahoran of the government’s neglect of the armies—The Lord suffers the righteous to be slain—The Nephites must use all of their power and means to deliver themselves from their enemies—Moroni threatens to fight against the government unless help is supplied to his armies. About 62 B.C.,36,behold,49.5
alma,61,Pahoran tells Moroni of the insurrection and rebellion against the government—The king-men take Zarahemla and are in league with the Lamanites—Pahoran asks for military aid against the rebels. About 62 B.C.,21,behold,40.19047619047619
alma,62,"Moroni marches to the aid of Pahoran in the land of Gideon—The king-men who refuse to defend their country are put to death—Pahoran and Moroni retake Nephihah—Many Lamanites join the people of Ammon—Teancum slays Ammoron and is in turn slain—The Lamanites are driven from the land, and peace is established—Helaman returns to the ministry and builds up the Church. About 62–57 B.C.",52,moroni,42.94230769230769
alma,63,"Shiblon and later Helaman take possession of the sacred records—Many Nephites travel to the land northward—Hagoth builds ships, which sail forth in the west sea—Moronihah defeats the Lamanites in battle. About 56–52 B.C.",17,thirty,36.35294117647059
hel,1,"Pahoran the second becomes chief judge and is murdered by Kishkumen—Pacumeni fills the judgment seat—Coriantumr leads the Lamanite armies, takes Zarahemla, and slays Pacumeni—Moronihah defeats the Lamanites and retakes Zarahemla, and Coriantumr is slain. About 52–50 B.C.",34,people,42.0
hel,2,"Helaman, the son of Helaman, becomes chief judge—Gadianton leads the band of Kishkumen—Helaman’s servant slays Kishkumen, and the Gadianton band flees into the wilderness. About 50–49 B.C.",14,helaman,43.07142857142857
hel,3,Many Nephites migrate to the land northward—They build houses of cement and keep many records—Tens of thousands are converted and baptized—The word of God leads men to salvation—Nephi the son of Helaman fills the judgment seat. About 49–39 B.C.,37,people,41.054054054054056
hel,4,"Nephite dissenters and the Lamanites join forces and take the land of Zarahemla—The Nephites’ defeats come because of their wickedness—The Church dwindles, and the people become weak like the Lamanites. About 38–30 B.C.",26,reign,41.0
hel,5,"Nephi and Lehi devote themselves to preaching—Their names invite them to pattern their lives after their forebears—Christ redeems those who repent—Nephi and Lehi make many converts and are imprisoned, and fire encircles them—A cloud of darkness overshadows three hundred people—The earth shakes, and a voice commands men to repent—Nephi and Lehi converse with angels, and the multitude is encircled by fire. About 30 B.C.",52,behold,39.80769230769231
hel,6,"The righteous Lamanites preach to the wicked Nephites—Both peoples prosper during an era of peace and plenty—Lucifer, the author of sin, stirs up the hearts of the wicked and the Gadianton robbers in murder and wickedness—The robbers take over the Nephite government. About 29–23 B.C.",41,behold,43.853658536585364
hel,7,Nephi is rejected in the north and returns to Zarahemla—He prays upon his garden tower and then calls upon the people to repent or perish. About 23–21 B.C.,29,behold,39.03448275862069
hel,8,"Corrupt judges seek to incite the people against Nephi—Abraham, Moses, Zenos, Zenock, Ezias, Isaiah, Jeremiah, Lehi, and Nephi all testified of Christ—By inspiration Nephi announces the murder of the chief judge. About 23–21 B.C.",28,behold,42.75
hel,9,Messengers find the chief judge dead at the judgment seat—They are imprisoned and later released—By inspiration Nephi identifies Seantum as the murderer—Nephi is accepted by some as a prophet. About 23–21 B.C.,41,behold,36.707317073170735
hel,10,The Lord gives Nephi the sealing power—He is empowered to bind and loose on earth and in heaven—He commands the people to repent or perish—The Spirit carries him from multitude to multitude. About 21–20 B.C.,19,behold,37.8421052631579
hel,11,"Nephi persuades the Lord to replace their war with a famine—Many people perish—They repent, and Nephi importunes the Lord for rain—Nephi and Lehi receive many revelations—The Gadianton robbers entrench themselves in the land. About 20–6 B.C.",38,people,41.39473684210526
hel,12,"Men are unstable and foolish and quick to do evil—The Lord chastens His people—The nothingness of men is compared with the power of God—In the day of judgment, men will gain everlasting life or everlasting damnation. About 6 B.C.",26,behold,32.76923076923077
hel,13,"Samuel the Lamanite prophesies the destruction of the Nephites unless they repent—They and their riches are cursed—They reject and stone the prophets, are encircled about by demons, and seek for happiness in doing iniquity. About 6 B.C.",39,lord,47.02564102564103
hel,14,"Samuel predicts light during the night and a new star at Christ’s birth—Christ redeems men from temporal and spiritual death—The signs of His death include three days of darkness, the rending of the rocks, and great upheavals of nature. About 6 B.C.",31,behold,39.29032258064516
hel,15,The Lord chastened the Nephites because He loved them—Converted Lamanites are firm and steadfast in the faith—The Lord will be merciful unto the Lamanites in the latter days. About 6 B.C.,17,lord,47.705882352941174
hel,16,"The Nephites who believe Samuel are baptized by Nephi—Samuel cannot be slain with the arrows and stones of the unrepentant Nephites—Some harden their hearts, and others see angels—The unbelievers say it is not reasonable to believe in Christ and His coming in Jerusalem. About 6–1 B.C.",25,people,41.12
3-ne,1,"Nephi, the son of Helaman, departs out of the land, and his son Nephi keeps the records—Though signs and wonders abound, the wicked plan to slay the righteous—The night of Christ’s birth arrives—The sign is given, and a new star arises—Lyings and deceivings increase, and the Gadianton robbers slaughter many. About A.D. 1–4.",30,people,43.93333333333333
3-ne,2,Wickedness and abominations increase among the people—The Nephites and Lamanites unite to defend themselves against the Gadianton robbers—Converted Lamanites become white and are called Nephites. About A.D. 5–16.,19,people,40.578947368421055
3-ne,3,"Giddianhi, the Gadianton leader, demands that Lachoneus and the Nephites surrender themselves and their lands—Lachoneus appoints Gidgiddoni as chief captain of the armies—The Nephites assemble in Zarahemla and Bountiful to defend themselves. About A.D. 16–18.",26,lachoneus,51.73076923076923
3-ne,4,"The Nephite armies defeat the Gadianton robbers—Giddianhi is slain, and his successor, Zemnarihah, is hanged—The Nephites praise the Lord for their victories. About A.D. 19–22.",33,armies,46.36363636363637
3-ne,5,The Nephites repent and forsake their sins—Mormon writes the history of his people and declares the everlasting word to them—Israel will be gathered in from her long dispersion. About A.D. 22–26.,26,god,35.26923076923077
3-ne,6,"The Nephites prosper—Pride, wealth, and class distinctions arise—The Church is rent with dissensions—Satan leads the people in open rebellion—Many prophets cry repentance and are slain—Their murderers conspire to take over the government. About A.D. 26–30.",30,people,39.7
3-ne,7,"The chief judge is murdered, the government is destroyed, and the people divide into tribes—Jacob, an anti-Christ, becomes king of a secret combination—Nephi preaches repentance and faith in Christ—Angels minister to him daily, and he raises his brother from the dead—Many repent and are baptized. About A.D. 30–33.",26,people,43.61538461538461
3-ne,8,"Tempests, earthquakes, fires, whirlwinds, and physical upheavals attest the crucifixion of Christ—Many people are destroyed—Darkness covers the land for three days—Those who remain bemoan their fate. About A.D. 33–34.",25,face,34.24
3-ne,9,"In the darkness, the voice of Christ proclaims the destruction of many people and cities for their wickedness—He also proclaims His divinity, announces that the law of Moses is fulfilled, and invites men to come unto Him and be saved. About A.D. 34.",22,city,42.45454545454545
3-ne,10,There is silence in the land for many hours—The voice of Christ promises to gather His people as a hen gathers her chickens—The more righteous part of the people have been preserved. About A.D. 34–35.,19,people,41.94736842105263
3-ne,11,The Father testifies of His Beloved Son—Christ appears and proclaims His Atonement—The people feel the wound marks in His hands and feet and side—They cry Hosanna—He sets forth the mode and manner of baptism—The spirit of contention is of the devil—Christ’s doctrine is that men should believe and be baptized and receive the Holy Ghost. About A.D. 34.,41,father,34.19512195121951
3-ne,12,Jesus calls and commissions the twelve disciples—He delivers to the Nephites a discourse similar to the Sermon on the Mount—He speaks the Beatitudes—His teachings transcend and take precedence over the law of Moses—Men are commanded to be perfect even as He and His Father are perfect—Compare Matthew 5 . About A.D. 34.,48,say,26.291666666666668
3-ne,13,Jesus teaches the Nephites the Lord’s Prayer—They are to lay up treasures in heaven—The twelve disciples in their ministry are commanded to take no thought for temporal things—Compare Matthew 6 . About A.D. 34.,34,father,24.470588235294116
3-ne,14,Jesus commands: Judge not; ask of God; beware of false prophets—He promises salvation to those who do the will of the Father—Compare Matthew 7 . About A.D. 34.,27,eye,23.14814814814815
3-ne,15,"Jesus announces that the law of Moses is fulfilled in Him—The Nephites are the other sheep of whom He spoke in Jerusalem—Because of iniquity, the Lord’s people in Jerusalem do not know of the scattered sheep of Israel. About A.D. 34.",24,behold,29.708333333333332
3-ne,16,Jesus will visit others of the lost sheep of Israel—In the latter days the gospel will go to the Gentiles and then to the house of Israel—The Lord’s people will see eye to eye when He brings again Zion. About A.D. 34.,20,father,44.7
3-ne,17,"Jesus directs the people to ponder His words and pray for understanding—He heals their sick—He prays for the people, using language that cannot be written—Angels minister to and fire encircles their little ones. About A.D. 34.",25,multitude,34.72
3-ne,18,Jesus institutes the sacrament among the Nephites—They are commanded to pray always in His name—Those who eat His flesh and drink His blood unworthily are damned—The disciples are given power to confer the Holy Ghost. About A.D. 34.,39,father,33.94871794871795
3-ne,19,The twelve disciples minister unto the people and pray for the Holy Ghost—The disciples are baptized and receive the Holy Ghost and the ministering of angels—Jesus prays using words that cannot be written—He attests to the exceedingly great faith of these Nephites. About A.D. 34.,36,jesus,34.19444444444444
3-ne,20,"Jesus provides bread and wine miraculously and again administers the sacrament unto the people—The remnant of Jacob will come to the knowledge of the Lord their God and will inherit the Americas—Jesus is the prophet like unto Moses, and the Nephites are children of the prophets—Others of the Lord’s people will be gathered to Jerusalem. About A.D. 34.",46,father,32.95652173913044
3-ne,21,"Israel will be gathered when the Book of Mormon comes forth—The Gentiles will be established as a free people in America—They will be saved if they believe and obey; otherwise, they will be cut off and destroyed—Israel will build the New Jerusalem, and the lost tribes will return. About A.D. 34.",29,father,38.827586206896555
3-ne,22,"In the last days, Zion and her stakes will be established, and Israel will be gathered in mercy and tenderness—They will triumph—Compare Isaiah 54 . About A.D. 34.",17,lord,29.235294117647058
3-ne,23,Jesus approves the words of Isaiah—He commands the people to search the prophets—The words of Samuel the Lamanite concerning the Resurrection are added to their records. About A.D. 34.,14,words,29.5
3-ne,24,The Lord’s messenger will prepare the way for the Second Coming—Christ will sit in judgment—Israel is commanded to pay tithes and offerings—A book of remembrance is kept—Compare Malachi 3 . About A.D. 34.,18,lord,33.27777777777778
3-ne,25,"At the Second Coming, the proud and wicked will be burned as stubble—Elijah will return before that great and dreadful day—Compare Malachi 4 . About A.D. 34.",6,lord,28.833333333333332
3-ne,26,Jesus expounds all things from the beginning to the end—Babes and children utter marvelous things that cannot be written—Those in the Church of Christ have all things in common among them. About A.D. 34.,21,people,36.666666666666664
3-ne,27,Jesus commands that the Church be called in His name—His mission and atoning sacrifice constitute His gospel—Men are commanded to repent and be baptized that they may be sanctified by the Holy Ghost—They are to be even as Jesus is. About A.D. 34–35.,33,name,38.09090909090909
3-ne,28,"Nine of the twelve disciples desire and are promised an inheritance in Christ’s kingdom when they die—The Three Nephites desire and are given power over death so as to remain on the earth until Jesus comes again—They are translated and see things not lawful to utter, and they are now ministering among men. About A.D. 34–35.",40,father,36.0
3-ne,29,The coming forth of the Book of Mormon is a sign that the Lord has commenced to gather Israel and fulfill His covenants—Those who reject His latter-day revelations and gifts will be cursed. About A.D. 34–35.,9,lord,42.77777777777778
3-ne,30,"The latter-day Gentiles are commanded to repent, come unto Christ, and be numbered with the house of Israel. About A.D. 34–35.",2,abominations,62.0
4-ne,1,"The Nephites and the Lamanites are all converted unto the Lord—They have all things in common, work miracles, and prosper in the land—After two centuries, divisions, evils, false churches, and persecutions arise—After three hundred years, both the Nephites and the Lamanites are wicked—Ammaron hides up the sacred records. About A.D. 35–321.",49,people,39.224489795918366
morm,1,"Ammaron instructs Mormon concerning the sacred records—War commences between the Nephites and the Lamanites—The Three Nephites are taken away—Wickedness, unbelief, sorceries, and witchcraft prevail. About A.D. 321–26.",19,people,36.21052631578947
morm,2,Mormon leads the Nephite armies—Blood and carnage sweep the land—The Nephites lament and mourn with the sorrowing of the damned—Their day of grace is passed—Mormon obtains the plates of Nephi—Wars continue. About A.D. 327–50.,29,people,43.10344827586207
morm,3,"Mormon cries repentance unto the Nephites—They gain a great victory and glory in their own strength—Mormon refuses to lead them, and his prayers for them are without faith—The Book of Mormon invites the twelve tribes of Israel to believe the gospel. About A.D. 360–62.",22,people,42.04545454545455
morm,4,War and carnage continue—The wicked punish the wicked—Greater wickedness prevails than ever before in all Israel—Women and children are sacrificed to idols—The Lamanites begin to sweep the Nephites before them. About A.D. 363–75.,23,city,35.95652173913044
morm,5,"Mormon again leads the Nephite armies in battles of blood and carnage—The Book of Mormon will come forth to convince all Israel that Jesus is the Christ—Because of their unbelief, the Lamanites will be scattered, and the Spirit will cease to strive with them—They will receive the gospel from the Gentiles in the latter days. About A.D. 375–84.",24,behold,43.833333333333336
morm,6,"The Nephites gather to the land of Cumorah for the final battles—Mormon hides the sacred records in the hill Cumorah—The Lamanites are victorious, and the Nephite nation is destroyed—Hundreds of thousands are slain with the sword. About A.D. 385.",22,people,41.18181818181818
morm,7,"Mormon invites the Lamanites of the latter days to believe in Christ, accept His gospel, and be saved—All who believe the Bible will also believe the Book of Mormon. About A.D. 385.",10,god,43.4
morm,8,"The Lamanites seek out and destroy the Nephites—The Book of Mormon will come forth by the power of God—Woes pronounced upon those who breathe out wrath and strife against the work of the Lord—The Nephite record will come forth in a day of wickedness, degeneracy, and apostasy. About A.D. 400–421.",41,behold,40.78048780487805
morm,9,"Moroni calls upon those who do not believe in Christ to repent—He proclaims a God of miracles, who gives revelations and pours out gifts and signs upon the faithful—Miracles cease because of unbelief—Signs follow those who believe—Men are exhorted to be wise and keep the commandments. About A.D. 401–21.",37,god,41.08108108108108
ether,1,Moroni abridges the writings of Ether—Ether’s genealogy is set forth—The language of the Jaredites is not confounded at the Tower of Babel—The Lord promises to lead them to a choice land and make them a great nation.,43,son,21.162790697674417
ether,2,The Jaredites prepare for their journey to a promised land—It is a choice land whereon men must serve Christ or be swept off—The Lord talks to the brother of Jared for three hours—The Jaredites build barges—The Lord asks the brother of Jared to propose how the barges will be lighted.,25,lord,53.8
ether,3,The brother of Jared sees the finger of the Lord as He touches sixteen stones—Christ shows His spirit body to the brother of Jared—Those who have a perfect knowledge cannot be kept from within the veil—Interpreters are provided to bring the Jaredite record to light.,28,lord,43.392857142857146
ether,4,"Moroni is commanded to seal up the writings of the brother of Jared—They will not be revealed until men have faith even as the brother of Jared—Christ commands men to believe His words and those of His disciples—Men are commanded to repent, believe the gospel, and be saved.",19,lord,45.421052631578945
ether,5,Three witnesses and the work itself will stand as a testimony of the truthfulness of the Book of Mormon.,6,god,37.333333333333336
ether,6,The Jaredite barges are driven by the winds to the promised land—The people praise the Lord for His goodness—Orihah is appointed king over them—Jared and his brother die.,30,lord,34.96666666666667
ether,7,"Orihah reigns in righteousness—Amid usurpation and strife, the rival kingdoms of Shule and Cohor are set up—Prophets condemn the wickedness and idolatry of the people, who then repent.",27,shule,34.18518518518518
ether,8,"There is strife and contention over the kingdom—Akish forms an oath-bound secret combination to slay the king—Secret combinations are of the devil and result in the destruction of nations—Modern Gentiles are warned against the secret combination that will seek to overthrow the freedom of all lands, nations, and countries.",26,jared,47.15384615384615
ether,9,"The kingdom passes from one to another by descent, intrigue, and murder—Emer saw the Son of Righteousness—Many prophets cry repentance—A famine and poisonous serpents plague the people.",35,people,40.68571428571428
ether,10,"One king succeeds another—Some of the kings are righteous; others are wicked—When righteousness prevails, the people are blessed and prospered by the Lord.",34,begat,41.73529411764706
ether,11,"Wars, dissensions, and wickedness dominate Jaredite life—Prophets predict the utter destruction of the Jaredites unless they repent—The people reject the words of the prophets.",23,people,33.26086956521739
ether,12,"The prophet Ether exhorts the people to believe in God—Moroni recounts the wonders and marvels done by faith—Faith enabled the brother of Jared to see Christ—The Lord gives men weakness that they may be humble—The brother of Jared moved Mount Zerin by faith—Faith, hope, and charity are essential to salvation—Moroni saw Jesus face to face.",41,faith,36.36585365853659
ether,13,"Ether speaks of a New Jerusalem to be built in America by the seed of Joseph—He prophesies, is cast out, writes the Jaredite history, and foretells the destruction of the Jaredites—War rages over all the land.",31,coriantumr,39.064516129032256
ether,14,"The iniquity of the people brings a curse upon the land—Coriantumr engages in warfare against Gilead, then Lib, and then Shiz—Blood and carnage cover the land.",31,coriantumr,37.193548387096776
ether,15,Millions of the Jaredites are slain in battle—Shiz and Coriantumr assemble all the people to mortal combat—The Spirit of the Lord ceases to strive with them—The Jaredite nation is utterly destroyed—Only Coriantumr remains.,34,people,39.029411764705884
moro,1,Moroni writes for the benefit of the Lamanites—The Nephites who will not deny Christ are put to death. About A.D. 401–21.,4,supposed,35.75
moro,2,Jesus gave the twelve Nephite disciples power to confer the gift of the Holy Ghost. About A.D. 401–21.,3,name,38.666666666666664
moro,3,Elders ordain priests and teachers by the laying on of hands. About A.D. 401–21.,4,name,28.75
moro,4,How elders and priests administer the sacramental bread is explained. About A.D. 401–21.,3,christ,49.0
moro,5,The mode of administering the sacramental wine is set forth. About A.D. 401–21.,2,god,44.0
moro,6,Repentant persons are baptized and fellowshipped—Church members who repent are forgiven—Meetings are conducted by the power of the Holy Ghost. About A.D. 401–21.,9,baptism,35.0
moro,7,"An invitation is given to enter into the rest of the Lord—Pray with real intent—The Spirit of Christ enables men to know good from evil—Satan persuades men to deny Christ and do evil—The prophets manifest the coming of Christ—By faith, miracles are wrought and angels minister—Men should hope for eternal life and cleave unto charity. About A.D. 401–21.",48,christ,39.291666666666664
moro,8,"The baptism of little children is an evil abomination—Little children are alive in Christ because of the Atonement—Faith, repentance, meekness and lowliness of heart, receiving the Holy Ghost, and enduring to the end lead to salvation. About A.D. 401–21.",30,god,34.46666666666667
moro,9,Both the Nephites and the Lamanites are depraved and degenerate—They torture and murder each other—Mormon prays that grace and goodness may rest upon Moroni forever. About A.D. 401.,26,behold,38.61538461538461
moro,10,"A testimony of the Book of Mormon comes by the power of the Holy Ghost—The gifts of the Spirit are dispensed to the faithful—Spiritual gifts always accompany faith—Moroni’s words speak from the dust—Come unto Christ, be perfected in Him, and sanctify your souls. About A.D. 421.",34,god,32.38235294117647
